dm_1,lai_2,foto_2,lai_1,temp_1,lai_3,lai_4,foto_1,mikro_1,meldug_4,straaling_1,straaling_3,dm_4,nedboer_3,middel_2,temp_3,dm_2,nedboer_1,meldug_1,middel_1,mikro_3,lai_0,dm_3,meldug_2,nedboer_2,straaling_4,temp_4,foto_3,udbytte,mikro_2,middel_3,temp_2,meldug_3,straaling_2,foto_4
16,4,10,4,0,3,1,11,0,0,0,1,50,2,2,2,29,0,5,1,3,3,49,4,0,2,1,15,66,1,1,1,0,1,5
11,4,14,4,0,3,1,9,0,0,0,3,69,0,2,1,32,0,8,3,0,1,60,6,2,1,0,20,9,2,0,1,0,3,11
15,6,12,5,0,4,1,11,3,0,0,1,73,0,3,0,31,0,3,2,0,3,59,2,0,1,0,21,13,1,0,0,4,1,14
12,2,8,2,0,2,1,8,0,0,0,1,42,2,0,1,22,0,5,0,3,1,34,4,0,0,2,12,59,1,0,1,0,3,9
14,3,11,3,0,3,1,10,0,0,1,1,52,0,1,2,30,1,6,0,3,1,50,0,0,2,2,15,68,1,1,1,0,1,7
17,6,12,6,1,4,1,11,2,0,1,1,57,0,3,0,33,2,3,0,0,3,58,2,2,2,1,19,73,3,1,0,3,1,5
12,4,11,4,0,3,1,9,1,0,0,1,62,2,2,1,26,1,0,2,3,2,57,0,0,2,1,21,3,0,2,0,0,0,7
18,7,15,6,2,4,1,13,1,0,0,0,61,1,1,2,39,0,4,0,3,3,60,0,0,1,0,16,2,3,3,0,0,1,7
8,1,5,2,0,0,0,8,0,5,1,0,0,1,3,1,11,0,7,0,2,2,5,3,0,0,1,0,0,1,3,1,7,0,0
13,6,9,5,3,5,1,10,3,0,1,1,65,0,1,1,25,2,1,3,1,2,57,4,2,0,1,22,5,3,3,0,0,0,10
18,3,11,4,0,2,1,13,0,0,3,3,53,0,2,1,32,0,3,2,0,1,45,0,2,1,0,12,69,2,2,0,0,0,8
11,4,12,4,3,3,1,8,3,0,2,0,51,0,0,2,27,2,1,0,1,1,47,0,2,2,2,15,67,3,3,0,0,0,7
13,3,11,3,0,2,1,10,0,0,0,1,48,2,1,0,26,0,5,2,2,4,43,1,1,1,0,14,63,0,0,2,0,1,9
8,5,10,5,0,3,1,6,0,0,2,0,47,1,1,0,20,0,8,1,0,3,38,0,1,0,1,15,63,0,1,0,0,0,9
20,4,14,5,2,3,1,14,2,0,1,0,71,2,3,1,41,1,4,3,3,3,60,4,2,0,0,15,10,2,2,0,4,1,11
9,0,2,1,0,0,0,7,1,0,0,0,6,2,0,1,8,0,7,3,2,2,2,7,1,0,1,0,75,0,0,0,4,1,5
16,5,9,6,1,4,1,11,3,0,1,0,58,0,0,1,26,1,2,3,1,3,51,8,0,2,1,19,73,1,2,0,1,0,8
10,3,13,3,3,2,1,8,1,0,0,1,55,2,2,0,28,0,4,2,2,0,48,0,2,2,2,15,71,3,0,0,0,1,9
15,5,9,6,0,4,1,11,2,0,0,0,57,2,2,0,27,1,8,3,3,4,49,8,1,1,0,16,72,1,1,0,0,0,10
7,3,14,5,1,2,0,6,1,0,2,1,46,0,1,0,29,0,3,3,0,3,48,5,0,2,1,14,62,0,1,2,1,3,3
14,5,8,5,1,3,1,11,0,0,1,0,48,1,0,1,21,0,3,0,2,3,41,1,2,2,1,16,65,2,2,2,0,2,8
9,2,7,2,1,0,0,7,1,3,0,1,12,0,3,1,18,0,8,3,0,0,12,3,2,2,2,0,30,3,0,3,7,0,3
10,2,7,2,1,1,0,8,0,0,0,1,24,0,1,2,18,0,5,3,1,2,30,8,0,1,2,10,41,0,1,1,1,0,0
16,6,11,5,0,4,1,11,0,0,1,3,64,0,3,1,30,0,2,3,2,2,58,2,0,0,1,20,5,0,2,1,2,1,9
12,3,7,3,1,1,0,9,2,3,1,1,28,2,3,0,21,2,2,3,2,0,29,4,2,2,0,8,46,3,3,3,3,0,4
9,4,8,3,0,3,1,8,3,0,2,1,47,1,2,1,18,2,4,2,1,1,44,0,1,0,0,18,63,1,3,0,0,0,6
13,2,6,2,0,2,1,9,0,0,1,0,50,2,0,1,21,0,7,2,2,1,41,1,2,0,1,14,67,3,0,3,0,0,9
15,5,10,6,3,3,1,12,3,0,1,0,56,2,3,0,27,2,2,1,2,3,49,0,0,1,2,17,72,3,0,0,1,0,9
9,5,12,4,1,4,1,8,3,0,0,1,47,2,0,2,25,1,8,1,3,1,46,0,2,2,1,16,63,2,3,1,0,1,5
14,5,11,4,0,4,1,10,0,0,1,0,57,0,1,1,27,0,1,1,0,1,50,0,2,0,0,18,73,2,3,0,0,1,9
7,1,6,1,0,0,0,6,0,0,1,0,14,0,3,0,13,0,7,2,0,1,17,1,1,0,0,5,33,3,2,0,6,0,1
15,2,7,3,1,1,0,10,3,8,1,0,28,2,0,1,22,2,2,3,3,1,34,6,0,2,0,10,46,1,3,1,4,1,0
14,3,11,3,3,2,1,9,1,0,0,0,45,1,1,1,28,0,1,0,0,0,43,0,0,2,0,12,62,0,0,0,0,1,7
16,3,9,4,2,1,0,12,0,8,0,1,40,1,3,1,26,0,3,3,2,2,39,3,2,2,1,11,57,3,0,3,7,1,4
15,7,12,7,1,5,2,11,2,0,0,0,66,1,2,1,31,1,6,0,3,4,55,0,0,0,2,19,6,1,1,1,0,1,11
13,3,8,3,0,2,1,10,0,0,1,1,50,2,2,2,22,0,5,1,3,1,41,1,2,1,0,15,67,2,1,1,0,0,11
2,0,1,1,3,0,0,4,1,0,0,1,0,1,2,1,0,0,7,3,1,2,0,7,1,0,0,2,0,1,2,1,1,1,3
15,2,7,3,0,1,0,11,1,5,1,3,28,1,3,2,22,1,3,3,3,1,34,5,0,0,0,10,46,0,3,1,3,0,0
17,4,11,4,1,3,1,12,0,1,1,1,58,0,2,0,29,0,2,3,3,2,55,1,1,2,2,19,73,2,3,0,0,1,7
19,7,11,6,1,4,1,13,0,0,1,0,70,2,3,1,32,0,4,1,3,3,59,0,1,0,1,19,9,3,1,0,0,0,13
19,5,11,5,0,4,1,13,0,0,1,1,66,1,0,2,34,0,1,2,2,2,61,0,0,2,0,21,6,0,3,0,0,1,8
16,5,8,6,3,3,1,12,3,0,1,1,61,2,1,1,25,2,6,2,2,4,52,0,0,2,1,19,2,0,0,0,0,2,10
17,7,9,7,0,5,2,12,2,0,0,1,64,1,1,1,27,2,4,0,2,3,52,0,1,2,1,19,4,3,2,3,0,0,12
15,4,11,5,1,3,1,10,0,0,1,1,67,1,2,0,30,0,8,1,1,2,58,0,2,0,0,20,7,2,1,0,0,1,12
16,2,9,3,0,2,1,11,1,0,1,0,50,1,2,1,26,0,0,0,0,0,43,0,0,0,1,14,67,0,0,2,0,0,9
22,6,9,6,2,5,1,15,2,0,1,1,69,2,2,0,33,2,8,2,3,3,63,0,0,0,1,22,9,2,1,1,0,0,10
19,2,7,3,2,1,0,14,0,0,3,0,33,1,2,1,24,0,5,0,2,3,38,8,2,2,2,11,50,3,3,3,0,1,1
19,4,8,4,2,3,1,13,2,0,3,0,50,1,1,0,27,2,4,2,2,1,45,0,1,2,0,14,67,3,3,0,0,0,8
11,6,9,6,3,4,1,9,3,0,0,3,63,0,2,1,22,1,6,0,0,3,53,0,1,0,0,21,4,1,3,3,0,2,11
12,1,6,4,1,1,0,9,3,0,0,0,22,1,2,1,18,2,5,3,0,3,26,7,2,2,0,8,39,2,1,0,1,1,0
21,6,10,6,2,3,1,14,2,2,1,0,56,2,3,1,34,2,3,0,3,4,53,4,1,0,1,15,72,3,2,1,3,0,6
11,4,7,4,2,3,1,9,1,0,0,0,44,1,0,2,20,0,6,0,3,2,38,0,1,2,1,14,60,3,2,0,0,0,8
14,7,10,7,1,4,2,10,0,0,1,1,62,0,0,0,26,0,0,0,0,4,50,0,0,2,2,18,3,0,3,1,0,0,11
10,4,10,4,3,3,1,7,1,0,0,1,58,2,2,1,24,0,3,2,2,2,50,0,1,0,1,19,74,0,3,0,0,0,9
11,3,7,3,0,2,1,9,3,6,0,0,40,1,3,2,17,2,3,2,3,2,30,1,2,0,2,11,57,2,3,2,2,2,9
15,5,13,5,0,3,1,11,1,0,1,2,56,1,1,1,32,0,5,1,2,4,50,4,1,2,0,14,72,3,2,3,0,3,8
13,4,12,4,1,3,1,9,3,0,0,3,61,1,2,0,31,2,8,3,2,2,56,3,2,1,2,18,2,3,1,1,1,1,7
14,4,9,5,0,3,1,11,2,0,1,0,48,1,0,1,24,1,2,0,3,3,41,0,1,1,2,14,65,3,0,0,0,1,8
12,3,9,3,1,2,1,9,1,0,0,0,50,2,2,1,21,1,7,2,2,4,41,6,1,0,1,15,67,0,2,2,0,0,10
16,4,10,4,0,3,1,11,3,2,0,0,59,1,3,1,29,2,5,2,2,4,51,4,2,2,0,16,74,2,0,2,6,0,9
15,4,9,5,0,3,1,10,2,0,0,0,52,0,1,1,25,1,6,1,1,2,46,0,0,2,0,16,68,0,0,0,0,0,9
5,5,11,6,1,3,1,6,0,0,2,2,48,1,3,0,18,0,6,1,2,3,39,0,2,0,1,16,65,2,3,2,0,0,10
9,1,5,3,3,0,0,8,3,0,0,0,11,1,2,2,14,2,5,3,1,2,11,7,0,2,1,2,29,0,1,1,1,0,3
10,7,8,7,1,5,2,8,0,0,2,1,60,1,1,1,19,0,4,0,1,4,52,1,1,2,2,22,1,0,0,0,0,2,11
0,0,0,0,1,0,0,1,3,0,0,0,0,0,3,1,0,1,7,2,1,1,0,4,0,2,1,0,0,1,2,1,6,1,2
18,3,6,3,2,2,1,12,2,0,1,1,50,0,2,1,23,2,4,0,0,1,40,0,2,1,1,12,67,3,3,3,0,2,10
22,7,16,7,0,5,2,15,3,0,1,0,75,1,0,2,46,2,0,3,3,4,62,0,0,2,0,14,15,1,2,2,0,1,13
15,4,7,3,0,3,1,11,2,1,1,1,60,1,2,0,23,2,1,0,3,0,51,0,1,0,2,20,1,3,3,1,0,0,9
3,1,5,1,0,0,0,4,0,0,0,2,0,0,1,2,7,0,7,1,1,0,1,0,1,1,0,0,0,3,1,1,0,1,3
15,4,9,4,0,2,1,11,0,0,1,0,54,1,2,1,26,0,5,0,0,3,45,4,0,2,2,15,70,0,2,0,0,0,10
11,3,5,3,1,2,1,8,2,0,0,1,42,2,2,0,14,2,2,0,2,0,38,1,0,2,0,17,59,2,1,0,0,2,7
11,5,12,5,0,3,1,8,3,0,2,1,51,1,2,2,28,1,6,2,1,3,52,0,2,2,2,18,67,2,3,1,0,1,5
4,1,6,1,1,1,0,4,2,0,2,0,17,0,1,0,10,2,7,3,0,3,19,5,1,0,1,9,35,2,2,0,2,3,3
12,2,10,2,2,1,0,9,2,0,0,0,38,1,2,1,25,2,7,0,3,1,38,8,0,0,1,12,55,3,0,0,0,1,5
18,6,11,7,0,3,1,13,1,0,1,0,62,1,2,1,30,0,1,1,3,4,50,0,0,0,0,15,3,1,1,0,0,0,11
20,3,10,6,0,2,1,13,1,1,1,2,46,1,2,1,32,1,8,3,3,3,43,5,2,0,0,11,62,2,3,0,0,1,7
24,7,14,7,2,5,1,16,2,0,3,0,76,0,3,1,44,2,6,2,1,4,69,0,2,2,1,19,16,3,3,3,0,3,9
20,5,14,5,0,3,1,13,1,0,1,0,71,1,1,2,41,0,6,3,3,2,58,8,2,1,1,14,10,3,1,0,6,1,14
13,4,12,5,0,3,1,9,3,0,0,1,56,2,1,2,29,1,3,2,3,3,49,1,0,0,0,15,72,0,0,0,0,1,9
17,6,10,6,3,4,1,12,1,0,1,0,61,2,1,0,29,0,3,1,2,3,55,1,1,2,2,19,2,3,1,1,0,0,9
15,3,9,3,0,2,1,10,3,0,0,0,47,2,1,0,24,1,7,1,2,3,41,8,2,2,1,13,63,2,2,1,0,1,8
20,3,9,6,0,2,1,14,2,1,1,0,53,2,1,1,29,0,3,3,3,3,46,5,2,0,0,14,69,3,2,1,6,1,9
12,3,10,4,2,2,1,10,0,0,0,2,49,1,1,1,24,0,3,2,1,2,40,0,1,2,1,12,66,0,1,1,0,1,10
14,4,11,4,0,2,1,10,3,0,1,1,58,1,1,1,28,1,8,0,1,2,48,2,0,2,0,15,74,0,3,1,0,3,10
17,5,13,6,1,3,1,12,1,0,1,0,54,1,2,1,33,0,0,0,2,3,50,0,1,0,1,14,70,2,2,2,0,3,9
15,4,9,5,0,3,1,11,2,0,0,1,64,1,2,1,24,2,3,3,2,3,52,8,1,1,1,20,5,3,0,1,0,1,12
8,1,5,4,3,0,0,7,3,8,2,1,2,1,0,2,12,2,5,3,1,4,7,7,1,2,2,0,42,3,3,0,3,0,0
17,7,13,7,0,5,2,12,3,0,0,1,65,0,3,1,34,2,6,1,0,4,58,0,1,2,0,18,6,2,2,1,0,1,10
7,2,6,2,1,1,0,6,0,0,1,1,31,2,1,1,14,0,7,1,3,3,34,6,2,0,1,14,48,3,3,1,0,0,2
13,5,14,6,0,4,1,10,0,0,0,1,58,2,2,2,34,0,0,0,3,3,53,0,0,2,1,16,73,0,1,2,0,1,8
10,5,12,5,0,3,1,8,3,0,2,1,54,1,3,0,25,1,3,2,3,3,48,1,1,2,2,16,70,2,0,0,1,1,8
15,4,9,4,0,2,1,11,0,0,1,0,55,2,1,0,26,0,1,0,2,2,47,0,2,2,0,15,71,3,2,0,0,1,9
10,5,10,5,0,3,1,8,0,0,0,1,53,0,1,1,24,0,6,3,0,3,50,8,1,0,2,18,69,1,3,1,0,1,8
0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,1,0,2,7,0,3,1,0,6,2,2,0,0,0,3,1,1,1,1,1
18,3,9,3,1,3,1,13,2,0,3,0,57,0,0,0,27,2,3,0,1,1,52,1,0,2,1,18,73,0,3,0,0,0,9
12,3,7,6,3,0,0,10,3,5,0,1,8,2,3,1,20,2,8,3,3,3,13,5,1,0,1,0,22,3,3,3,7,0,0
15,6,11,6,0,4,1,10,2,0,0,0,62,1,0,0,27,0,6,3,2,2,49,4,1,1,0,16,3,1,2,1,0,0,13
17,6,9,7,0,4,1,12,3,0,1,1,58,0,2,2,27,2,6,3,1,3,54,3,2,2,2,20,74,2,0,1,0,0,7
19,6,10,6,0,4,1,13,2,0,1,0,57,2,3,1,31,2,2,1,3,3,55,0,2,2,1,18,72,2,2,1,0,1,6
9,3,7,3,0,2,1,7,1,0,2,1,54,2,3,1,16,0,5,1,3,1,41,1,0,0,0,18,70,1,2,1,6,0,13
12,6,9,6,0,4,1,10,2,0,0,0,52,0,1,1,23,2,4,0,0,3,52,0,1,2,1,20,68,1,0,0,0,0,6
15,5,10,5,1,4,1,10,2,0,0,0,58,2,3,1,28,2,2,2,3,3,53,0,0,0,1,18,74,0,2,1,0,0,8
11,3,10,3,2,2,1,8,2,0,0,0,51,2,3,1,22,2,2,1,2,0,42,0,2,0,1,14,67,2,2,0,0,1,10
7,4,8,4,2,2,1,7,3,0,2,1,35,1,1,1,17,1,5,1,3,2,35,2,2,0,1,14,52,3,0,0,0,2,5
7,2,7,2,0,1,0,6,0,0,2,1,24,1,0,1,15,0,7,2,0,3,30,1,0,2,2,11,41,1,2,1,0,1,0
14,2,7,3,0,1,0,9,2,0,0,1,25,1,2,1,22,2,8,3,2,0,32,8,0,0,2,10,44,0,3,1,0,0,0
18,7,12,7,0,6,2,13,0,0,1,1,67,1,0,2,33,0,0,1,3,4,56,0,0,2,0,18,7,3,1,0,0,0,13
20,3,10,4,2,2,1,13,2,0,3,1,61,1,1,0,34,2,3,2,1,2,56,0,2,2,0,17,2,2,2,2,0,0,8
18,7,10,7,0,5,2,13,2,0,1,1,77,0,3,0,30,2,4,1,0,4,65,0,0,2,0,24,17,1,1,1,0,0,12
5,4,9,5,1,3,1,6,0,0,2,0,45,1,3,1,17,0,4,0,2,3,39,0,1,2,0,16,61,1,1,3,0,0,7
10,1,8,1,0,1,0,8,1,0,1,1,26,1,0,1,20,0,7,2,2,1,34,6,1,2,1,11,44,2,0,0,0,1,0
10,6,12,5,0,5,2,7,1,0,2,1,75,1,1,0,24,0,8,1,3,3,57,2,0,1,2,22,15,1,1,3,0,3,15
10,6,11,7,3,4,1,8,3,0,0,0,52,2,0,1,25,0,0,2,3,3,49,0,2,2,2,17,68,2,1,0,0,1,7
6,5,12,6,0,3,1,6,3,0,2,0,46,1,2,0,23,1,0,0,1,4,42,0,0,2,1,15,62,1,0,1,0,3,7
13,4,11,5,0,2,1,10,0,0,0,1,54,1,1,1,29,1,3,3,0,2,44,3,0,2,0,12,70,1,2,3,2,1,10
16,4,9,5,1,3,1,11,0,0,1,1,53,0,2,0,28,0,3,0,0,3,49,4,1,1,2,17,69,1,2,0,0,1,7
17,6,10,5,0,4,1,12,3,0,1,1,59,2,0,0,28,2,0,2,2,3,57,0,0,0,1,21,74,1,0,3,0,1,7
12,3,9,3,0,2,1,10,1,0,0,1,49,2,2,1,21,0,1,3,2,0,42,8,1,0,1,15,66,0,1,2,0,1,8
19,5,9,6,0,3,1,14,0,0,1,0,60,1,3,1,28,0,4,3,3,3,50,1,0,1,1,17,1,1,0,0,2,0,11
9,2,7,2,3,1,0,7,3,2,1,1,27,2,3,1,15,1,5,0,2,1,25,8,1,0,1,9,45,2,1,0,3,1,4
11,7,12,6,0,5,1,8,2,0,2,1,56,1,1,1,28,0,4,1,2,3,53,0,1,2,1,18,72,0,2,0,0,0,7
3,1,5,1,0,1,0,4,0,0,2,2,15,1,2,1,8,1,7,0,3,0,16,2,1,2,2,7,33,2,2,0,0,1,4
10,4,12,4,0,2,1,8,2,0,0,2,43,1,0,1,25,2,8,1,2,1,40,2,1,2,0,12,59,0,3,2,1,1,6
7,3,12,3,0,2,1,7,0,0,0,1,47,0,2,1,23,1,6,2,1,1,41,0,1,0,1,14,63,2,1,0,0,1,9
15,7,13,6,0,5,2,11,2,0,0,1,67,1,3,0,33,2,2,0,2,3,58,0,0,0,2,18,7,0,0,1,0,1,11
15,5,9,6,3,3,1,11,3,0,1,0,55,1,0,1,27,2,1,3,2,3,47,6,0,0,1,15,71,3,2,3,2,0,10
11,5,10,4,0,3,1,8,2,0,0,0,52,2,2,1,22,2,8,1,3,2,42,1,1,0,1,15,68,2,1,0,0,0,10
18,7,11,7,0,5,2,13,1,0,1,1,74,0,3,0,33,0,0,2,1,4,67,0,2,2,0,23,14,3,2,0,0,1,11
9,1,7,1,2,0,0,7,0,0,1,0,11,2,0,2,17,1,7,3,3,3,11,5,2,2,2,0,30,2,2,2,6,1,3
7,1,5,1,0,1,0,6,1,4,0,0,27,0,0,0,12,1,7,1,0,2,29,3,1,0,1,13,45,2,3,2,4,0,2
11,4,12,5,1,3,1,8,2,0,0,1,65,1,2,1,28,0,8,3,1,3,55,3,1,1,0,20,5,1,0,1,0,1,12
6,2,9,3,3,2,0,6,3,0,2,1,27,2,0,2,17,2,5,1,3,2,32,8,1,0,2,12,45,0,2,2,4,1,1
12,4,11,4,0,2,1,10,3,0,0,0,46,2,0,2,25,2,2,0,3,1,38,0,2,2,1,11,62,3,1,0,0,1,10
17,1,7,5,0,0,0,12,3,2,1,0,13,0,1,1,24,2,3,3,1,3,18,7,2,2,0,0,32,3,0,0,6,1,0
13,5,9,5,1,3,1,10,2,0,0,0,52,1,0,1,24,2,6,2,2,3,48,0,1,0,1,17,68,2,3,0,0,0,8
15,5,11,5,0,4,1,11,1,0,1,0,53,1,0,1,28,0,8,0,3,3,47,1,1,2,1,15,69,3,2,1,0,0,8
10,7,13,7,0,4,2,8,2,0,0,1,62,2,0,1,27,1,4,0,2,3,50,0,1,0,0,17,3,1,2,1,0,1,12
8,2,7,3,0,1,0,6,3,0,2,1,24,0,0,0,15,0,4,3,1,0,25,4,1,2,1,9,41,1,1,0,0,0,3
20,5,11,6,0,4,1,14,0,0,1,0,58,1,2,0,34,0,2,2,0,3,53,0,1,1,1,16,74,0,3,1,0,1,9
10,7,9,6,0,5,2,8,0,0,2,0,67,1,2,0,21,0,2,2,1,3,52,0,1,2,2,21,7,0,2,2,0,0,14
0,0,2,0,3,0,0,0,1,3,1,1,0,0,1,2,0,1,7,0,1,1,2,8,1,2,2,4,0,3,3,1,4,1,0
20,3,12,3,2,2,1,14,0,0,3,0,55,2,1,2,35,0,7,0,3,3,48,1,1,0,1,13,71,2,2,0,0,1,9
18,4,7,4,0,3,1,12,3,0,1,1,53,2,1,0,25,2,1,0,2,1,48,0,1,0,2,17,69,3,2,3,0,0,7
15,6,14,6,0,3,1,11,1,0,0,1,62,1,2,1,35,0,0,0,3,2,58,0,2,0,1,17,2,2,2,0,0,1,7
7,5,13,5,2,4,1,7,2,0,2,2,54,2,0,1,25,2,6,2,3,2,44,0,2,2,0,14,70,2,3,0,0,1,10
13,2,7,4,0,1,0,9,3,4,0,0,26,1,0,1,20,1,6,3,0,1,32,5,1,0,2,11,44,1,3,1,8,1,0
16,6,13,6,0,3,1,11,3,0,1,1,57,1,3,1,33,1,8,0,1,3,57,1,0,2,2,18,73,3,1,0,6,1,6
15,6,11,7,0,4,1,10,2,0,0,0,60,0,2,1,28,1,4,3,1,4,50,4,2,1,2,18,1,3,0,3,0,0,10
17,4,9,5,0,2,0,12,2,0,1,2,34,1,3,1,28,2,1,1,3,2,42,0,1,2,0,12,51,2,0,0,0,0,0
13,4,10,5,0,3,1,10,2,0,0,0,56,2,2,1,26,2,2,3,3,2,52,2,0,0,0,18,72,1,3,1,0,1,7
9,4,8,4,1,3,1,7,3,0,2,3,50,2,2,1,19,2,0,1,3,2,45,0,2,0,1,19,67,3,2,1,0,0,8
13,3,11,3,1,2,1,10,0,0,1,1,50,2,3,2,26,0,0,1,3,1,43,0,2,0,1,14,66,2,1,0,0,1,8
14,4,12,5,0,3,1,10,2,0,0,2,57,2,0,1,30,0,1,2,3,2,49,0,2,2,1,16,72,3,1,1,0,1,10
9,2,8,2,0,1,0,8,0,0,0,3,27,2,1,1,19,0,5,2,3,1,36,0,2,2,1,13,45,2,2,2,0,0,0
16,6,13,5,3,4,1,12,1,0,1,0,57,0,1,2,33,0,0,2,1,3,58,0,0,2,1,18,73,0,0,0,0,1,5
15,4,9,4,1,3,1,11,3,0,0,1,55,1,1,1,25,2,0,2,2,1,47,0,2,1,2,15,71,2,3,0,0,0,10
17,6,13,6,0,4,1,12,2,0,0,0,55,0,1,1,34,2,1,0,1,3,52,0,0,2,0,15,71,0,3,2,0,1,7
18,2,7,3,2,1,0,12,2,0,1,1,32,0,1,1,26,1,3,2,1,1,37,0,1,0,0,10,49,2,0,1,0,0,2
12,4,12,4,0,3,1,9,2,0,0,2,45,1,2,1,28,2,2,3,3,1,43,1,1,0,0,13,61,2,2,0,0,1,6
14,3,9,4,0,2,1,10,2,0,0,1,48,1,1,1,25,2,2,0,3,1,44,0,1,2,0,14,65,1,3,3,0,0,7
17,3,7,3,1,2,1,11,0,4,1,0,46,1,0,0,23,0,3,3,2,1,40,3,2,2,0,13,62,3,3,3,4,0,8
9,5,10,5,0,4,1,8,3,0,0,0,55,0,1,2,23,2,3,1,1,3,44,8,1,0,2,16,70,0,2,3,0,1,11
9,2,7,2,0,1,0,7,2,0,1,1,21,0,2,0,15,1,7,2,0,3,29,4,0,0,0,12,38,1,3,1,0,0,0
12,5,10,6,0,3,1,9,1,0,0,0,58,1,1,0,24,0,1,1,2,3,49,0,2,2,1,17,73,3,2,0,0,0,10
13,6,10,6,3,4,1,10,3,0,1,1,54,1,3,1,25,1,4,1,3,3,47,0,1,2,0,17,70,3,1,3,0,1,9
8,2,10,2,0,2,1,7,0,0,1,0,43,0,3,2,20,0,7,2,1,1,35,2,2,2,1,13,59,2,2,2,1,3,8
0,0,3,0,3,0,0,0,1,0,2,0,0,2,0,1,1,1,7,1,3,3,0,6,1,2,1,0,0,0,0,0,0,1,0
15,5,10,6,1,3,1,10,3,0,0,0,54,0,3,1,25,0,4,0,0,3,44,0,2,0,1,15,70,3,1,1,0,0,11
9,6,13,6,1,4,1,7,0,0,2,1,57,1,2,0,27,0,2,3,3,3,55,2,1,2,0,19,72,2,0,0,0,1,6
13,5,10,6,1,3,1,9,3,0,0,1,49,2,2,0,27,1,8,2,2,4,46,2,2,2,0,15,66,2,3,0,0,0,7
20,6,12,6,3,4,1,13,1,0,1,0,65,1,0,0,35,0,2,2,0,4,58,0,1,0,0,18,5,3,1,0,0,1,10
9,4,10,4,0,3,1,7,0,1,2,1,57,2,3,2,22,0,3,3,3,3,44,8,2,0,1,17,72,2,1,0,8,1,12
10,0,1,2,0,0,0,7,2,0,0,0,5,0,2,1,7,2,7,3,1,3,10,7,2,1,0,4,64,2,1,2,1,0,0
19,4,9,4,0,3,1,13,2,0,1,2,59,0,3,0,31,1,2,0,1,2,49,0,0,2,2,14,74,1,0,0,0,0,10
13,3,10,3,0,2,1,9,1,1,0,0,49,1,1,1,25,0,3,0,3,1,39,2,2,2,0,12,65,2,3,0,0,1,10
7,2,7,2,0,1,0,7,1,0,0,0,27,0,3,2,15,0,0,1,1,0,26,0,2,2,0,10,45,3,1,1,0,3,5
5,0,2,1,2,0,0,5,0,0,1,0,0,2,0,0,3,0,7,3,3,4,2,5,2,0,1,2,0,2,0,0,6,1,0
20,6,11,6,1,4,1,14,3,0,1,1,64,2,1,1,33,2,0,1,2,3,54,0,2,0,0,17,4,3,0,1,0,0,11
12,1,4,6,0,1,0,9,3,0,2,0,16,2,2,2,14,2,3,3,3,4,22,7,1,2,1,8,34,1,1,3,6,0,0
16,3,10,3,0,2,1,12,0,0,1,0,47,0,3,1,27,1,5,2,1,2,41,0,2,2,2,12,63,3,2,1,1,1,9
16,5,11,4,1,3,1,11,3,0,1,0,62,1,0,1,30,2,5,1,3,3,52,4,2,0,0,17,2,3,0,0,2,0,11
17,4,11,4,3,2,1,12,1,0,1,0,51,2,2,1,33,0,8,2,3,1,43,1,2,2,1,11,67,3,1,1,0,1,9
10,6,13,6,1,4,1,9,1,0,0,2,60,0,2,1,29,0,0,2,0,3,49,0,1,1,0,15,1,2,2,0,0,1,11
12,3,7,3,0,3,1,10,3,0,1,1,50,0,0,2,19,2,5,1,1,3,42,6,2,0,0,18,66,3,1,3,2,0,9
7,5,9,5,2,3,1,6,0,0,2,1,40,1,2,2,17,0,1,1,1,2,34,0,1,2,0,14,57,3,3,3,0,0,8
9,3,12,3,0,2,1,8,1,0,2,0,44,0,0,2,26,0,5,1,1,2,41,4,1,2,1,12,61,0,0,0,0,1,6
14,0,0,3,0,0,0,10,3,0,1,1,3,2,2,1,10,2,5,3,3,3,7,7,1,2,1,0,53,0,2,2,0,1,0
8,2,10,3,3,2,1,6,1,0,2,1,41,2,0,1,20,0,1,1,3,0,37,0,2,2,1,13,58,2,1,2,0,1,6
9,6,12,6,0,4,1,7,0,0,2,0,49,2,1,2,25,0,4,0,3,4,46,1,1,0,1,17,66,2,3,0,0,1,7
9,3,12,4,0,0,0,7,1,4,2,1,15,0,3,0,26,0,6,3,1,1,21,3,1,0,0,0,34,2,1,0,7,3,0
11,5,10,5,3,3,1,8,1,0,0,1,49,1,1,1,24,1,5,1,2,3,44,2,0,2,2,16,66,3,1,0,0,1,8
14,3,9,4,3,2,1,11,1,0,1,0,50,2,2,2,25,0,5,1,3,4,37,8,2,1,2,12,66,2,3,0,0,1,11
18,7,12,7,0,4,1,13,2,0,3,0,59,1,1,1,33,1,1,0,1,3,52,0,0,0,2,15,1,0,3,0,0,1,9
19,4,11,4,2,3,1,12,0,0,0,2,59,1,1,1,33,0,4,3,2,2,49,4,0,0,1,13,74,0,3,0,0,0,10
9,2,6,2,3,1,0,8,3,0,1,0,18,1,2,1,15,2,5,1,1,0,25,4,2,2,1,9,37,2,1,0,0,0,0
19,6,14,6,0,1,0,14,2,0,1,0,40,2,3,0,39,1,8,3,2,3,45,3,2,2,1,8,57,3,2,0,7,1,1
15,4,13,5,1,3,1,11,0,0,1,2,49,2,0,1,33,0,1,1,3,3,49,0,1,2,2,14,66,3,0,0,0,1,5
